title;locations;company;experience;work_location;employment;description;skills;salary;url;type_of_work;date
Инженер по эксплуатации базовых станций и антенно-мачтовых сооружений;Novokuznetsk, Kemerovo;МегаФон;None;None;               Полная занятость     ;://job.megafon.ru) — компания цифровых возможностей, предлагающая решения на базе облачных технологий, IoT, Big Data. Четырехкратный...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1d4841fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb90fd97b5eebe98a49bb2ebb1deb6e7f0c4b9efa392fb852ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe745f0d9b8d3a2abfb82fd96b5ecbe97a5a2b3d8b0e8b7ddf0cc6ab9ccfa951dfd80b4d5bfa6a49fb3d3b0edb7d5f1f6b8d9a2acfb85fd9566bffff7c4f0d4b8dfbed5b4aba5ed49a38bfabffd9db4d2bfa1a498b3d1605c505d11435a/f086b010d3121b3d97001f2d36414a85.html;               Постоянная работа     ;Fri, 29 Sep 2023 22:07:21 GMT
Инженер сопровождения информационных систем (SRE);Moscow;ЦРПТ (Центр развития перспективных технологий);None;None;               Полная занятость     ;Data Matrix код, нанесенный на упаковку. А производители и продавцы, с помощью нашей системы, могут не только уменьшить...;"  Автоматизация задач (Ansible/Bash/Python);   Понимание принципов работы Apache Kafka;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4b4f41fdb5b4d2be91a495b3d5b1dbb6e500a4f0b9cefbafed93fce4bfd2f7c4f1e5b8d9bed9b59da4d5b8f8fbae1dfd8cb4d7bfa6a5a2b3ddb1d265b5b8a4d5b9c5fa9eed90fdd1beee07a481b3d0b0efb6e7f0c1b8d571fab3ed90fce0bfd0f6f4f0dfb8d1bfe1b598a4d6b9cefa96eca6fce14fbe86a498b2e9b0ecb7d0f0c86ab9ebfa96ed9bfdd1bfd3f7c1f1e348b1f6b7d8f1f0b8d7a2aafb81fd9db5e9be9fa49eb3d5b1d3b6eef1f16ab9ebfa96ed9bfdd1bfd3f7c1f1e369535f53511442/d182f71993659c229230b704d348efe2.html;               Постоянная работа     ;Thu, 28 Sep 2023 22:28:35 GMT
DevOps инженер;Moscow;Росбанк;None;None;               Полная занятость     ;.   И сейчас мы ищем DevOps инженера в нашу команду разработки Data-сервисов.   ПРИСОЕДИНИВШИСЬ К НАМ ВЫ БУДЕТЕ...;"  Опыт работы с Hadoop (HDFS, Hive, Spark, HBase и другие);   Опыта участия в разработке на Java SE/Scala;   Опыт работы с фреймворками обработки данных (Flink, Kafka, Spark Streaming, и др.);   Опыт разработки на Python, знакомства с Apache Airflow;   Опыт работы с моделями ML.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1c4d41694812201e5454f0fbb8dcbed1b595a4d5b9c6fbab3ffdb5b4d2be91a495b3d5b1dbb6e522300d1f3c5a583c1f1c505b5a11/9d1b67ea27e62a86cbe037f407b92d78.html;               Постоянная работа     ;Thu, 28 Sep 2023 22:22:47 GMT
Инженер по тестированию;Moscow;Uchi.ru;None;None;               Полная занятость     ;.   Такая большая пользовательская база и трафик позволяют использовать честный data-driven подход при запуске новых направлений... разработки продукта. * Data-driven подход   Для принятия стратегических решений мы создали культуру оценки всего в цифрах...;"  официальное трудоустройство;   гибридный или удаленный формат работы;   гибкое начало рабочего дня;   материальная помощь в случае важных событий в жизни;   доплаты к больничному листу;   ДМС после испытательного срока (включая стоматологию, плановую госпитализацию, полный чек-ап раз в год);   три дополнительных выходных на непредвиденные случаи;   бесплатный доступ к платформе и скидка 50% на уроки в Учи.Дома для близких родственников;   оплата 50% от стоимости психологических консультаций;   преимущества аккредитованных IT-компаний;   обучение за счет компании;   доступ к корпоративным онлайн- и офлайн-библиотекам.  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-131241fdb5b4d2be91a495b3d5b1dbb6e500a4d7b9cd0afb9ffd98b5eebfa5a498b2e8b1d0b7d7f0c4b8d4a392fab32ffdfcbfd3f7c2f0d6b8dcbed2b4a054b8d6a39429edb5fdd9bfd8f7c1f0deb8d4bfe767f0d6b8dca2abfabffd95b5efbe99a492b3d8b1d3b7ddf1fa695b421e1f091b/9328876bf9166f095665265a39a8676e.html;               Постоянная работа     ;Wed, 27 Sep 2023 22:57:34 GMT
Инженер данных (витрины данных);Moscow;;None;None;               Полная занятость     ;(информационные технологии, математика, статистика, бизнес-информатика)   Не менее 1 года работы в качестве Data Engineer / Data... процедуры, оптимизация производительности)   Знание основных понятий и концепций из области Data Warehousing   Знание и опыт...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-4c4a41fdb5b4d2be91a495b3d5b1dbb6e522a4fcb9c3fa96ed90fcefbeeb264611575c5558/f5e1badbac6ff4970d30da1e61bee48f.html;               Постоянная работа     ;Wed, 27 Sep 2023 22:21:14 GMT
Ведущий инженер-электроник (Senior Electronics Engineer);Kazan, Tatarstan;TGT;None;None;               Полная занятость     ;effectively. We process raw data through complex mathematical equations and filters to generate solutions that enormously increase...;"  умение работать в Altium Designer;   знание английского языка (чтение технической документации, деловая переписка, разговорные навыки);   опыт работы в PDM/PLM системах (Intermech IPS);   знание 3D CAD (Autodesk Inventor/Kompas 3D).  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-131f41fdbfb4dabe93a5a3b2e1b1d6b7dc00a4f0b9cefa9ded98fdd9bfdbf6f400b3c5b1d5b7d0f0ceb9eba2aafb83fd90b4d7be9d76f0fbb8dcbed1b595a4d5b9c6fbab1dfd80b4d4be92a49ab2eab0eeb7dbf0c9b8d1a39029edbffdd1bfdaf6f7f1eab8d9bede45f0ecb8d4a39cfb88fd90b4dabfa776650f0d021a150a4e1d0b1a536f455a4443010a1c2527450d010e1c47204e130107164f593c1f1c505d5814/7f8a408131d00bc722fee3ddfca15ff5.html;               Постоянная работа     ;Tue, 26 Sep 2023 22:44:22 GMT
Инженер ПТО;Moscow;WILDBERRIES;None;None;               Постоянная работа     ;согласно данным аналитического агентства Data Insight. Исследовательская компания Infoline признала Wildberries «Самым...;"  Место работы: Москва, м. Автозаводская, ул. Ленинская слобода, д.26с3;   Официальное оформление в соответствии с ТК РФ;   Официальная заработная плата;   График работы: 5\2 с 9:00 до 18:00;   Корпоративные скидки на продукцию Компании;  ";120000 (M, RUB);https://jobviewtrack.com/en-gb/job-131f41fdb5b4d2be91a495b3d5b1dbb6e500a4f7b9d1fab53ffdb5b4d2be91a495b3d5b1dbb6e52146595d471e1d/fdc2661b80fcb2458d4297ed09ebb9e0.html;               120 000-150 000 руб. в месяц     ;Tue, 26 Sep 2023 22:25:28 GMT
Главный специалист систем ВК (инженер-проектировщик);Perm;Кайрос Инжиниринг;None;None;               Полная занятость     ;нацелены на построение компании федерального уровня и лидера в BIM-проектировании. Цифровое моделирование, Big Data и 3D...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1a4e41fdb5b4d2be91a495b3d5b1dbb6e500a4f7b8f3fa95ed98fddebeecf7ccf1e3b8dfbed5b4a9a4d0b9c90afbaffdb766bffdf7cff0d3b8d3bedab4aba4d149a38bfb82fd98b5e9be9fa490b3d3b1d6b6e4f1f648b9ecfbabed93fdd1bfd4f6f6f0dbb9e1bed9b592a5e1b9cbfa913ffdbeb4d4be97a492b3d5b0e5b7dc00a4f0b9cefa9ded98fdd9bfdbf6f400b3f7b0eeb7dbf0c1b8d3a2a8fb85fcadb4d1be95a5a9b3d0b1d465b5bfa5e8b9cdfa9eed97fce6bfd6f6f4f0ddb8d3bfeeb598a4d249a38bfb85fcacb5edbe92a49c43b8f3befd67f0ecb8d4a39cfb88fd90b4dabfa754f0fcb9e1bed9b595a4d2b8f1fa93ecadfddabfdcf6fdf0dbb8db4eb7c4f0ccb9e8a2a8fb88fd91655d5910431750/99177a5ae433a61c3a553600b2cf7639.html;               Постоянная работа     ;Mon, 25 Sep 2023 22:58:13 GMT
Ведущий инженер–проектировщик систем ВК;Perm;Кайрос Инжиниринг;None;None;               Полная занятость     ;лидера в BIM-проектировании. Цифровое моделирование, Big Data и 3D сканирование для нас уже не просто слова, а инструменты...;"  Опыт работы в проектировании опасных производственных объектов;   Наличие опыта по проектированию промышленных объектов более 3х лет;  ";Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-184941fdbfb4dabe93a5a3b2e1b1d6b7dc00a4f0b9cefa9ded98fdd9bfdbf6f400b3f7b0eeb7dbf0c1b8d3a2a8fb85fcadb4d1be95a5a9b3d0b1d447b5b2a4f26ba3b2fb80fd9bb4dabe9aa495b2e841bef8b4a0a4d6b9c6fa91ecaffddcbeeef7caf0d1b9e8bedfb59a54b8fba3b029edbffdd1bfdaf6f7f1eab8d9bede45f0ecb8d4a39cfb88fd90b4dabfa754f0fcb9e1bed9b595a4d2b8f1fa93ecadfddabfdcf6fdf0dbb8db6cb7f7f0c1b8dda2a9fab4fd95b4d64ef7ecf0deb8d7bed2b59da4ddb8f30afbaffdb766bff1f6f4f0ddb8d4beddb4a2a4d0b8f3fa95ed9ffcedbfd6f7ce00b3c9b1d6b6e4f1f6b8dca3960bedbffdfe6e5c104317545b/c0b3a1fba72f2b8c130c9ffde1c9bc70.html;               Постоянная работа     ;Mon, 25 Sep 2023 22:58:10 GMT
Инженер (Python);Moscow;Национальная система платежных карт;None;None;               Полная занятость     ;требованиям международного Стандарта безопасности данных индустрии платежных карт (Payment Card Industry Data Security Standard...;;Договорная (None_type, None_curr_c);https://jobviewtrack.com/en-gb/job-1a1841fdb5b4d2be91a495b3d5b1dbb6e52224111d1b45453c1f1c505b5a11/ad6c737b3ae179f35dfd55b9fa58d251.html;               Постоянная работа     ;Mon, 25 Sep 2023 22:56:45 GMT
